bw_req,latency_req,priority,prb_usage,queue_len,hour_of_day,prb_allocated,expected_latency,sla_ok,type_emergency,type_industry,type_normal
2.594,50,2,93.4,19,17,15,42.82,1,False,True,False
5.053,10,3,64.6,4,17,32,8.96,1,True,False,False
0.493,200,1,89.1,35,10,8,169.48,1,False,False,True
2.307,50,2,56.5,38,22,16,41.58,1,False,True,False
1.716,50,2,45.9,14,14,16,40.57,1,False,True,False
0.592,200,1,48.8,14,14,9,143.24,1,False,False,True
0.629,200,1,47.0,44,0,11,141.47,1,False,False,True
5.931,10,3,56.9,26,18,30,6.27,1,True,False,False
2.135,50,2,96.3,20,23,15,42.78,1,False,True,False
6.015,10,3,64.4,17,11,30,7.09,1,True,False,False
0.418,200,1,46.8,48,7,8,158.07,1,False,False,True
0.4,200,1,50.8,15,12,6,179.57,1,False,False,True
0.449,200,1,96.1,24,21,8,168.92,1,False,False,True
0.576,200,1,76.0,15,18,9,152.49,1,False,False,True
1.875,50,2,45.3,47,10,16,39.55,1,False,True,False
0.511,200,1,65.6,33,6,9,152.84,1,False,False,True
0.506,200,1,94.0,6,2,8,166.02,1,False,False,True
2.496,50,2,67.8,21,8,16,40.98,1,False,True,False
0.491,200,1,96.7,47,10,5,232.92,0,False,False,True
0.416,200,1,88.7,12,11,9,159.01,1,False,False,True
0.579,200,1,70.2,21,3,7,164.63,1,False,False,True
0.595,200,1,44.1,8,13,9,144.06,1,False,False,True
1.615,50,2,75.2,19,6,15,43.52,1,False,True,False
2.589,50,2,79.8,20,19,15,42.64,1,False,True,False
0.549,200,1,57.3,33,6,10,144.68,1,False,False,True
1.88,50,2,46.3,25,21,17,39.67,1,False,True,False
0.44,200,1,41.4,22,0,8,153.59,1,False,False,True
0.609,200,1,63.6,8,18,7,158.69,1,False,False,True
0.649,200,1,85.9,41,4,6,197.42,1,False,False,True
0.541,200,1,73.1,45,17,5,228.43,0,False,False,True
0.455,200,1,56.8,36,20,10,148.16,1,False,False,True
0.566,200,1,89.9,48,2,8,169.46,1,False,False,True
0.57,200,1,81.2,17,5,8,163.69,1,False,False,True
1.967,50,2,63.5,42,6,15,40.63,1,False,True,False
2.225,50,2,47.7,24,11,17,36.79,1,False,True,False
2.243,50,2,43.4,14,23,16,40.46,1,False,True,False
1.635,50,2,64.7,16,6,17,39.98,1,False,True,False
1.773,50,2,90.5,6,5,18,39.87,1,False,True,False
2.299,50,2,65.7,40,1,16,41.76,1,False,True,False
0.453,200,1,69.2,37,23,6,190.73,1,False,False,True
0.47,200,1,54.6,28,10,9,148.34,1,False,False,True
1.733,50,2,95.2,2,3,19,39.65,1,False,True,False
0.549,200,1,63.8,26,14,7,166.74,1,False,False,True
0.639,200,1,81.0,31,0,5,227.3,0,False,False,True
5.161,10,3,68.0,39,18,30,9.39,1,True,False,False
0.411,200,1,82.0,21,21,9,159.12,1,False,False,True
0.523,200,1,79.6,32,4,7,171.43,1,False,False,True
1.809,50,2,74.6,19,2,16,39.75,1,False,True,False
0.426,200,1,82.6,10,19,6,191.85,1,False,False,True
2.103,50,2,51.8,49,19,17,40.16,1,False,True,False
0.628,200,1,93.7,17,7,9,158.7,1,False,False,True
4.405,10,3,71.8,3,1,30,6.85,1,True,False,False
0.447,200,1,68.6,4,15,9,150.15,1,False,False,True
0.53,200,1,67.1,46,6,10,153.13,1,False,False,True
0.464,200,1,79.9,3,18,11,141.35,1,False,False,True
2.527,50,2,85.3,46,10,17,44.97,1,False,True,False
0.492,200,1,42.3,16,2,10,136.68,1,False,False,True
0.459,200,1,71.1,6,2,11,136.85,1,False,False,True
0.625,200,1,42.2,37,14,11,139.45,1,False,False,True
0.418,200,1,68.1,6,0,12,131.92,1,False,False,True
0.538,200,1,84.1,28,10,6,194.86,1,False,False,True
0.636,200,1,45.4,15,1,7,155.64,1,False,False,True
0.639,200,1,75.6,4,14,9,150.49,1,False,False,True
0.563,200,1,73.7,41,9,5,227.88,0,False,False,True
0.465,200,1,93.8,18,0,5,228.02,0,False,False,True
0.439,200,1,58.4,42,13,6,189.79,1,False,False,True
1.675,50,2,78.7,21,18,16,44.23,1,False,True,False
0.559,200,1,85.9,28,11,5,226.95,0,False,False,True
0.514,200,1,90.4,23,11,9,162.6,1,False,False,True
2.484,50,2,66.3,2,15,20,37.66,1,False,True,False
0.415,200,1,60.1,36,7,10,145.38,1,False,False,True
0.629,200,1,40.7,43,21,7,159.1,1,False,False,True
2.415,50,2,72.1,36,12,15,45.14,1,False,True,False
0.534,200,1,84.3,8,16,6,191.29,1,False,False,True
2.392,50,2,55.8,23,16,18,36.83,1,False,True,False
1.853,50,2,60.3,33,0,17,40.1,1,False,True,False
0.416,200,1,59.0,35,17,6,190.44,1,False,False,True
4.522,10,3,89.0,24,6,32,9.99,1,True,False,False
2.585,50,2,70.5,47,7,16,41.13,1,False,True,False
0.491,200,1,86.0,26,2,9,160.5,1,False,False,True
2.31,50,2,81.2,44,15,15,40.63,1,False,True,False
0.408,200,1,79.9,1,7,10,149.54,1,False,False,True
0.526,200,1,78.7,2,15,12,136.31,1,False,False,True
1.766,50,2,94.2,49,11,17,43.4,1,False,True,False
6.044,10,3,48.1,42,15,30,7.97,1,True,False,False
0.641,200,1,41.6,10,14,10,139.48,1,False,False,True
0.494,200,1,68.0,33,12,6,190.46,1,False,False,True
1.681,50,2,55.6,25,5,17,40.63,1,False,True,False
0.582,200,1,40.3,2,3,10,137.87,1,False,False,True
5.114,10,3,78.9,16,0,30,7.39,1,True,False,False
0.636,200,1,54.3,29,19,8,157.74,1,False,False,True
1.611,50,2,47.6,4,21,24,31.91,1,False,True,False
1.68,50,2,72.6,38,19,15,42.79,1,False,True,False
2.259,50,2,78.3,14,17,15,39.58,1,False,True,False
0.454,200,1,77.2,6,19,8,156.38,1,False,False,True
0.403,200,1,63.1,41,9,8,161.31,1,False,False,True
0.458,200,1,83.0,12,23,8,160.73,1,False,False,True
2.279,50,2,78.3,28,8,17,38.5,1,False,True,False
2.561,50,2,51.8,35,2,18,38.6,1,False,True,False
2.373,50,2,51.7,19,11,16,42.09,1,False,True,False
0.511,200,1,61.1,20,7,10,147.23,1,False,False,True
0.541,200,1,73.9,22,8,7,167.38,1,False,False,True
0.467,200,1,77.1,17,18,5,222.96,0,False,False,True
2.458,50,2,45.5,34,7,15,43.0,1,False,True,False
0.535,200,1,53.6,14,1,6,180.87,1,False,False,True
2.349,50,2,46.6,7,3,20,35.89,1,False,True,False
0.518,200,1,86.9,41,8,9,163.78,1,False,False,True
5.116,10,3,71.7,46,18,30,6.64,1,True,False,False
0.621,200,1,58.9,5,8,12,128.52,1,False,False,True
2.095,50,2,83.4,44,12,15,41.52,1,False,True,False
0.605,200,1,84.9,36,16,9,161.14,1,False,False,True
0.547,200,1,85.0,36,13,6,193.85,1,False,False,True
0.549,200,1,61.4,33,12,6,187.26,1,False,False,True
0.552,200,1,74.7,19,0,6,190.71,1,False,False,True
0.403,200,1,40.5,10,20,9,143.79,1,False,False,True
0.577,200,1,42.2,32,1,7,160.66,1,False,False,True
0.581,200,1,94.2,26,11,5,232.34,0,False,False,True
1.75,50,2,40.4,8,21,22,35.29,1,False,True,False
0.496,200,1,84.5,47,2,7,174.83,1,False,False,True
0.465,200,1,76.2,48,16,8,169.21,1,False,False,True
2.061,50,2,51.1,49,11,15,42.02,1,False,True,False
0.416,200,1,71.5,10,0,9,152.66,1,False,False,True
1.994,50,2,88.7,43,16,15,43.09,1,False,True,False
1.748,50,2,88.2,9,20,18,37.73,1,False,True,False
1.834,50,2,82.5,37,14,15,43.38,1,False,True,False
1.953,50,2,97.0,43,21,17,45.54,1,False,True,False
0.412,200,1,71.6,45,0,9,159.19,1,False,False,True
0.494,200,1,70.6,8,23,9,153.8,1,False,False,True
0.635,200,1,83.7,45,22,6,198.93,1,False,False,True
0.559,200,1,89.7,42,16,7,173.92,1,False,False,True
5.156,10,3,69.6,15,14,31,10.54,0,True,False,False
0.468,200,1,90.6,15,17,9,161.58,1,False,False,True
0.556,200,1,68.0,35,16,7,165.49,1,False,False,True
0.402,200,1,96.0,47,16,7,180.87,1,False,False,True
0.492,200,1,81.2,15,10,9,157.09,1,False,False,True
0.548,200,1,72.3,42,6,8,164.74,1,False,False,True
0.481,200,1,84.7,35,19,6,197.15,1,False,False,True
0.455,200,1,46.4,12,20,8,150.0,1,False,False,True
4.623,10,3,41.3,1,1,34,7.94,1,True,False,False
1.711,50,2,89.1,24,6,15,44.83,1,False,True,False
0.585,200,1,75.5,2,4,8,155.7,1,False,False,True
0.62,200,1,61.3,17,18,7,164.45,1,False,False,True
0.495,200,1,86.9,8,2,7,167.18,1,False,False,True
0.436,200,1,56.2,27,18,6,184.71,1,False,False,True
1.62,50,2,96.0,18,11,15,40.49,1,False,True,False
6.058,10,3,91.7,15,21,31,8.31,1,True,False,False
0.646,200,1,87.7,21,22,7,168.53,1,False,False,True
0.637,200,1,51.6,36,19,9,152.49,1,False,False,True
1.857,50,2,49.6,19,4,18,37.61,1,False,True,False
0.422,200,1,54.0,47,6,7,167.18,1,False,False,True
0.518,200,1,52.1,46,19,6,188.6,1,False,False,True
0.62,200,1,41.9,4,22,11,132.34,1,False,False,True
0.615,200,1,84.2,5,22,11,144.85,1,False,False,True
1.753,50,2,73.9,11,17,15,41.24,1,False,True,False
0.414,200,1,67.8,18,9,9,155.17,1,False,False,True
0.631,200,1,59.2,10,0,7,161.77,1,False,False,True
0.428,200,1,68.0,4,3,12,132.89,1,False,False,True
2.318,50,2,77.7,48,11,15,42.61,1,False,True,False
0.408,200,1,59.0,27,14,7,165.43,1,False,False,True
2.31,50,2,41.9,48,21,17,40.91,1,False,True,False
2.551,50,2,40.0,25,3,16,40.57,1,False,True,False
0.555,200,1,80.6,14,14,7,169.13,1,False,False,True
1.989,50,2,73.0,44,7,16,40.95,1,False,True,False
0.614,200,1,84.5,28,18,8,162.25,1,False,False,True
1.83,50,2,45.8,39,16,18,38.41,1,False,True,False
0.604,200,1,76.2,47,19,9,162.91,1,False,False,True
1.663,50,2,73.0,7,3,18,41.0,1,False,True,False
4.03,10,3,40.6,20,20,30,6.53,1,True,False,False
1.971,50,2,59.7,3,16,20,38.98,1,False,True,False
0.492,200,1,43.6,46,22,11,139.88,1,False,False,True
0.493,200,1,83.7,38,3,6,195.49,1,False,False,True
1.909,50,2,47.2,14,9,19,37.92,1,False,True,False
0.633,200,1,94.7,48,7,5,233.18,0,False,False,True
0.417,200,1,49.4,29,4,7,158.01,1,False,False,True
0.602,200,1,91.8,13,11,5,226.25,0,False,False,True
2.585,50,2,43.7,32,3,18,38.99,1,False,True,False
0.644,200,1,84.2,26,0,9,161.23,1,False,False,True
4.678,10,3,50.3,38,19,32,9.63,1,True,False,False
1.872,50,2,92.0,19,21,15,43.01,1,False,True,False
0.527,200,1,69.5,48,1,6,193.21,1,False,False,True
0.584,200,1,78.1,23,0,8,162.07,1,False,False,True
2.291,50,2,44.4,14,12,18,39.82,1,False,True,False
2.174,50,2,50.0,46,16,17,41.96,1,False,True,False
0.529,200,1,77.2,32,20,9,155.72,1,False,False,True
0.423,200,1,77.9,35,5,7,170.79,1,False,False,True
1.988,50,2,44.9,3,10,21,32.49,1,False,True,False
0.614,200,1,85.0,26,1,6,196.1,1,False,False,True
5.185,10,3,71.2,19,21,30,5.59,1,True,False,False
2.504,50,2,76.2,18,0,16,38.59,1,False,True,False
0.639,200,1,64.0,33,6,10,146.27,1,False,False,True
2.416,50,2,44.3,37,5,16,36.73,1,False,True,False
1.666,50,2,65.7,29,7,15,40.86,1,False,True,False
0.426,200,1,49.0,37,14,9,150.03,1,False,False,True
0.539,200,1,52.3,23,1,6,183.54,1,False,False,True
1.613,50,2,43.3,4,11,25,30.1,1,False,True,False
0.41,200,1,50.5,19,17,7,156.21,1,False,False,True
0.432,200,1,64.0,33,21,9,156.32,1,False,False,True
1.937,50,2,74.9,27,3,15,41.46,1,False,True,False
0.61,200,1,94.7,16,2,7,171.73,1,False,False,True
2.013,50,2,59.8,31,8,18,36.64,1,False,True,False
0.635,200,1,89.4,13,1,9,159.13,1,False,False,True
0.502,200,1,85.4,25,0,8,166.18,1,False,False,True
0.592,200,1,78.0,22,15,6,192.09,1,False,False,True
2.087,50,2,79.1,3,10,20,35.16,1,False,True,False
0.595,200,1,84.7,29,13,8,162.69,1,False,False,True
0.626,200,1,47.0,16,23,7,155.79,1,False,False,True
2.368,50,2,79.9,9,5,16,39.59,1,False,True,False
1.818,50,2,69.9,1,14,22,35.55,1,False,True,False
6.264,10,3,85.7,12,21,32,6.24,1,True,False,False
0.486,200,1,47.0,13,4,9,147.8,1,False,False,True
0.503,200,1,46.0,46,2,7,161.86,1,False,False,True
2.43,50,2,42.0,31,18,17,40.66,1,False,True,False
0.469,200,1,47.6,25,0,9,147.43,1,False,False,True
0.617,200,1,55.3,32,7,9,154.4,1,False,False,True
0.585,200,1,96.6,44,22,5,235.88,0,False,False,True
2.422,50,2,79.5,23,6,17,41.83,1,False,True,False
0.649,200,1,75.3,47,19,6,192.63,1,False,False,True
2.309,50,2,86.4,17,16,15,45.1,1,False,True,False
1.836,50,2,46.4,32,10,19,36.64,1,False,True,False
0.44,200,1,81.3,23,19,6,193.43,1,False,False,True
4.855,10,3,89.2,23,5,30,6.23,1,True,False,False
5.332,10,3,57.5,28,12,30,6.83,1,True,False,False
4.949,10,3,84.0,49,11,31,9.45,1,True,False,False
2.197,50,2,44.5,34,15,16,41.25,1,False,True,False
4.158,10,3,46.3,28,19,30,8.41,1,True,False,False
0.422,200,1,68.2,5,15,10,142.15,1,False,False,True
2.327,50,2,85.4,42,1,15,42.75,1,False,True,False
2.138,50,2,61.9,1,18,23,32.7,1,False,True,False
1.712,50,2,61.7,49,21,15,40.32,1,False,True,False
0.617,200,1,72.4,28,15,8,159.39,1,False,False,True
0.614,200,1,67.5,15,19,10,144.79,1,False,False,True
2.46,50,2,48.9,5,6,23,33.09,1,False,True,False
0.587,200,1,53.3,12,16,11,135.32,1,False,False,True
2.491,50,2,85.9,49,20,15,46.2,1,False,True,False
2.228,50,2,70.4,36,14,15,41.64,1,False,True,False
2.5,50,2,95.4,3,21,18,38.39,1,False,True,False
1.625,50,2,70.3,5,15,18,38.78,1,False,True,False
2.34,50,2,61.4,13,4,18,39.13,1,False,True,False
0.487,200,1,89.5,18,19,8,163.28,1,False,False,True
2.488,50,2,86.0,22,20,15,40.31,1,False,True,False
0.439,200,1,42.2,9,20,11,130.69,1,False,False,True
4.69,10,3,95.7,34,23,30,6.03,1,True,False,False
2.081,50,2,81.0,16,19,17,39.18,1,False,True,False
0.412,200,1,43.2,21,10,7,157.39,1,False,False,True
0.589,200,1,87.9,20,0,7,170.32,1,False,False,True
1.956,50,2,44.4,3,10,24,34.39,1,False,True,False
0.53,200,1,42.6,46,15,10,144.54,1,False,False,True
2.469,50,2,55.6,44,10,18,41.58,1,False,True,False
2.441,50,2,58.8,10,22,18,35.47,1,False,True,False
4.669,10,3,42.7,27,7,30,9.17,1,True,False,False
1.769,50,2,61.9,39,3,15,41.98,1,False,True,False
2.291,50,2,60.3,26,10,15,43.47,1,False,True,False
2.33,50,2,59.2,25,9,16,39.95,1,False,True,False
0.512,200,1,54.7,43,18,9,154.84,1,False,False,True
6.272,10,3,40.1,47,17,30,6.0,1,True,False,False
0.42,200,1,94.4,43,5,8,169.75,1,False,False,True
2.253,50,2,54.9,4,6,21,35.31,1,False,True,False
0.447,200,1,79.5,20,23,7,166.93,1,False,False,True
0.573,200,1,93.2,14,13,7,170.25,1,False,False,True
2.107,50,2,67.2,9,19,17,41.37,1,False,True,False
1.911,50,2,76.7,20,5,15,43.46,1,False,True,False
0.606,200,1,41.1,30,21,7,161.15,1,False,False,True
0.585,200,1,96.1,9,15,6,193.43,1,False,False,True
2.336,50,2,79.2,48,23,16,43.75,1,False,True,False
5.162,10,3,40.4,8,10,30,6.04,1,True,False,False
0.647,200,1,84.8,13,12,5,226.17,0,False,False,True
2.455,50,2,92.4,7,15,16,39.01,1,False,True,False
0.415,200,1,95.9,7,14,6,193.82,1,False,False,True
1.759,50,2,83.9,24,4,16,39.1,1,False,True,False
2.1,50,2,61.7,3,9,20,38.62,1,False,True,False
0.498,200,1,57.7,27,12,9,152.59,1,False,False,True
0.609,200,1,88.4,38,3,8,166.88,1,False,False,True
1.671,50,2,89.3,26,21,15,41.46,1,False,True,False
0.611,200,1,58.2,12,14,7,162.0,1,False,False,True
0.518,200,1,49.4,40,10,10,146.03,1,False,False,True
0.487,200,1,53.9,4,18,10,139.04,1,False,False,True
4.03,10,3,61.5,13,20,30,8.25,1,True,False,False
0.545,200,1,46.0,36,0,8,155.29,1,False,False,True
0.477,200,1,87.8,18,23,8,162.82,1,False,False,True
0.484,200,1,74.1,25,16,8,162.21,1,False,False,True
0.438,200,1,58.2,28,17,10,143.99,1,False,False,True
2.179,50,2,49.4,1,0,23,30.67,1,False,True,False
0.606,200,1,84.5,42,8,6,196.26,1,False,False,True
0.592,200,1,79.5,9,14,9,152.3,1,False,False,True
4.435,10,3,81.8,33,22,30,6.22,1,True,False,False
0.485,200,1,56.3,6,10,11,134.67,1,False,False,True
2.36,50,2,76.5,45,3,15,43.2,1,False,True,False
0.617,200,1,93.2,3,20,8,160.08,1,False,False,True
2.105,50,2,53.1,3,0,22,33.24,1,False,True,False
0.477,200,1,62.9,15,6,8,157.75,1,False,False,True
0.499,200,1,87.4,1,8,8,160.09,1,False,False,True
0.58,200,1,48.8,41,12,9,149.13,1,False,False,True
0.589,200,1,62.4,32,4,9,153.45,1,False,False,True
0.507,200,1,63.4,2,10,12,131.84,1,False,False,True
4.066,10,3,91.7,9,1,31,8.41,1,True,False,False
0.612,200,1,42.5,20,21,11,130.92,1,False,False,True
0.469,200,1,92.4,34,2,8,168.92,1,False,False,True
0.527,200,1,94.1,25,8,5,227.29,0,False,False,True
2.291,50,2,71.1,3,0,21,37.19,1,False,True,False
0.629,200,1,82.8,44,21,9,163.15,1,False,False,True
0.56,200,1,90.8,12,2,8,163.02,1,False,False,True
0.595,200,1,48.1,20,22,9,144.84,1,False,False,True
6.064,10,3,92.6,45,17,31,10.34,0,True,False,False
2.347,50,2,84.0,43,13,15,43.67,1,False,True,False
0.431,200,1,61.0,31,17,7,162.85,1,False,False,True
5.147,10,3,44.2,47,5,32,9.5,1,True,False,False
0.405,200,1,45.9,47,23,7,164.69,1,False,False,True
5.312,10,3,46.0,5,12,31,6.65,1,True,False,False
0.629,200,1,45.7,31,15,8,152.23,1,False,False,True
2.446,50,2,88.9,3,16,18,41.93,1,False,True,False
0.474,200,1,72.3,10,22,7,163.47,1,False,False,True
0.52,200,1,82.4,44,0,8,170.65,1,False,False,True
1.87,50,2,51.5,22,22,16,40.22,1,False,True,False
1.928,50,2,88.2,3,9,19,38.99,1,False,True,False
5.41,10,3,83.9,13,7,30,9.77,1,True,False,False
0.594,200,1,57.2,23,18,7,161.31,1,False,False,True
0.449,200,1,51.4,20,21,8,154.28,1,False,False,True
0.483,200,1,53.1,22,0,6,185.88,1,False,False,True
0.612,200,1,89.7,24,22,5,228.55,0,False,False,True
0.627,200,1,76.9,2,9,9,154.16,1,False,False,True
2.537,50,2,44.9,19,18,15,41.98,1,False,True,False
5.871,10,3,66.1,2,7,31,5.48,1,True,False,False
1.982,50,2,71.8,31,16,15,40.67,1,False,True,False
0.646,200,1,82.7,25,13,7,171.1,1,False,False,True
0.464,200,1,65.5,34,23,6,192.66,1,False,False,True
2.326,50,2,56.0,38,3,17,41.63,1,False,True,False
0.565,200,1,61.5,41,11,9,156.12,1,False,False,True
0.643,200,1,75.1,47,16,5,228.49,0,False,False,True
0.603,200,1,45.4,15,8,7,154.4,1,False,False,True
5.829,10,3,58.9,3,19,30,6.8,1,True,False,False
5.433,10,3,69.7,42,12,30,5.88,1,True,False,False
0.563,200,1,43.4,36,18,7,157.95,1,False,False,True
0.549,200,1,44.0,38,22,8,154.11,1,False,False,True
0.451,200,1,93.7,18,2,6,193.44,1,False,False,True
5.531,10,3,95.3,31,10,30,10.24,0,True,False,False
1.735,50,2,90.3,4,11,16,39.19,1,False,True,False
0.537,200,1,73.3,7,21,8,156.28,1,False,False,True
0.461,200,1,95.8,38,15,5,234.16,0,False,False,True
0.59,200,1,41.2,42,15,11,138.87,1,False,False,True
0.555,200,1,88.6,33,10,5,229.65,0,False,False,True
4.925,10,3,58.3,36,0,32,7.66,1,True,False,False
0.531,200,1,86.8,23,17,8,166.16,1,False,False,True
0.434,200,1,45.1,42,5,8,154.7,1,False,False,True
2.582,50,2,63.5,17,12,16,39.49,1,False,True,False
0.608,200,1,88.4,32,15,8,165.42,1,False,False,True
2.49,50,2,83.0,18,21,16,42.21,1,False,True,False
5.935,10,3,66.6,43,5,30,10.88,0,True,False,False
1.645,50,2,70.1,36,2,17,40.33,1,False,True,False
2.241,50,2,70.1,37,20,17,39.17,1,False,True,False
1.941,50,2,57.8,26,23,18,38.08,1,False,True,False
0.578,200,1,88.6,47,3,6,197.47,1,False,False,True
0.628,200,1,63.6,11,3,10,145.01,1,False,False,True
0.498,200,1,74.5,23,0,5,220.4,0,False,False,True
1.708,50,2,52.9,45,20,19,40.59,1,False,True,False
5.589,10,3,46.5,5,23,30,10.15,0,True,False,False
0.583,200,1,59.6,38,6,9,151.52,1,False,False,True
1.843,50,2,94.6,21,14,15,44.38,1,False,True,False
1.668,50,2,40.5,46,11,17,41.84,1,False,True,False
0.593,200,1,54.5,4,4,9,142.74,1,False,False,True
0.598,200,1,53.9,15,14,8,155.04,1,False,False,True
0.466,200,1,56.2,17,16,6,180.69,1,False,False,True
0.545,200,1,86.2,45,23,8,168.63,1,False,False,True
1.787,50,2,90.2,49,20,15,46.91,1,False,True,False
0.635,200,1,69.9,24,3,10,146.59,1,False,False,True
1.757,50,2,91.6,13,15,15,44.92,1,False,True,False
0.408,200,1,76.0,44,17,5,228.01,0,False,False,True
5.212,10,3,45.7,39,18,31,5.5,1,True,False,False
0.547,200,1,44.9,40,5,8,153.79,1,False,False,True
2.321,50,2,42.4,48,19,18,35.75,1,False,True,False
0.443,200,1,58.2,44,6,6,188.82,1,False,False,True
0.462,200,1,74.6,18,4,5,222.64,0,False,False,True
0.475,200,1,55.0,7,14,11,137.39,1,False,False,True
0.609,200,1,94.9,5,22,8,164.37,1,False,False,True
0.409,200,1,46.0,47,18,7,160.54,1,False,False,True
0.459,200,1,73.4,42,12,8,165.54,1,False,False,True
0.513,200,1,88.1,31,18,9,158.67,1,False,False,True
0.535,200,1,60.9,41,9,10,146.96,1,False,False,True
0.531,200,1,51.2,33,1,7,164.1,1,False,False,True
0.509,200,1,59.4,30,18,7,163.35,1,False,False,True
0.508,200,1,82.4,46,11,9,160.95,1,False,False,True
0.439,200,1,59.7,10,20,7,159.18,1,False,False,True
0.501,200,1,70.9,18,8,9,150.56,1,False,False,True
0.635,200,1,59.2,21,4,8,156.79,1,False,False,True
0.596,200,1,54.7,38,0,8,158.78,1,False,False,True
1.852,50,2,89.1,5,9,16,40.51,1,False,True,False
0.56,200,1,92.5,31,8,6,199.74,1,False,False,True
0.541,200,1,84.9,29,1,5,225.06,0,False,False,True
0.616,200,1,96.0,20,13,5,227.89,0,False,False,True
0.56,200,1,74.7,19,17,8,160.58,1,False,False,True
5.625,10,3,94.3,16,12,32,7.77,1,True,False,False
0.486,200,1,74.2,18,10,5,220.36,0,False,False,True
0.46,200,1,64.7,42,15,8,163.59,1,False,False,True
0.486,200,1,66.5,23,18,8,160.1,1,False,False,True
5.317,10,3,75.6,29,22,30,5.6,1,True,False,False
0.596,200,1,74.8,21,1,7,165.3,1,False,False,True
0.563,200,1,64.7,38,8,6,190.85,1,False,False,True
1.67,50,2,57.2,32,23,16,42.64,1,False,True,False
1.989,50,2,84.6,41,8,15,43.32,1,False,True,False
1.762,50,2,67.1,5,16,19,34.96,1,False,True,False
0.442,200,1,84.0,24,8,5,228.88,0,False,False,True
5.395,10,3,42.0,38,11,30,9.3,1,True,False,False
1.803,50,2,83.3,43,5,15,44.74,1,False,True,False
0.459,200,1,52.5,33,19,7,160.55,1,False,False,True
1.637,50,2,63.4,43,6,15,42.09,1,False,True,False
2.05,50,2,73.3,10,23,18,37.06,1,False,True,False
0.493,200,1,92.1,32,8,8,168.7,1,False,False,True
0.566,200,1,69.0,14,10,9,153.94,1,False,False,True
0.604,200,1,73.6,29,13,6,193.61,1,False,False,True
0.638,200,1,84.6,7,21,11,142.02,1,False,False,True
0.563,200,1,84.1,3,1,11,145.88,1,False,False,True
0.421,200,1,79.1,40,11,5,226.73,0,False,False,True
2.28,50,2,62.9,33,19,15,40.79,1,False,True,False
2.22,50,2,51.8,43,10,17,39.39,1,False,True,False
0.532,200,1,75.3,46,21,5,229.8,0,False,False,True
1.714,50,2,79.3,44,23,16,45.18,1,False,True,False
0.454,200,1,53.4,30,11,8,156.73,1,False,False,True
0.415,200,1,41.4,22,1,9,144.2,1,False,False,True
1.84,50,2,53.9,17,1,15,40.57,1,False,True,False
1.952,50,2,47.5,15,7,15,37.38,1,False,True,False
2.179,50,2,79.8,24,17,16,42.26,1,False,True,False
0.448,200,1,91.4,14,14,9,155.92,1,False,False,True
0.464,200,1,68.6,42,4,10,149.05,1,False,False,True
0.534,200,1,60.2,17,13,10,146.29,1,False,False,True
2.088,50,2,51.8,24,1,17,36.67,1,False,True,False
0.411,200,1,70.4,49,10,8,164.93,1,False,False,True
0.431,200,1,69.9,32,20,9,154.44,1,False,False,True
2.322,50,2,71.4,2,17,22,37.09,1,False,True,False
0.427,200,1,75.4,40,10,8,164.38,1,False,False,True
0.561,200,1,48.7,41,15,9,150.9,1,False,False,True
2.184,50,2,70.9,41,5,16,42.8,1,False,True,False
0.427,200,1,66.2,26,23,8,158.92,1,False,False,True
5.085,10,3,68.0,16,12,30,7.28,1,True,False,False
0.481,200,1,92.2,7,15,7,168.08,1,False,False,True
4.645,10,3,54.4,20,12,30,6.82,1,True,False,False
0.576,200,1,68.2,9,3,7,162.13,1,False,False,True
0.574,200,1,73.9,30,7,6,192.57,1,False,False,True
0.442,200,1,82.0,24,16,5,223.5,0,False,False,True
0.516,200,1,76.3,10,0,10,147.78,1,False,False,True
0.544,200,1,40.5,22,6,7,158.02,1,False,False,True
0.602,200,1,81.5,3,3,10,147.36,1,False,False,True
0.558,200,1,45.9,19,22,9,144.01,1,False,False,True
0.556,200,1,40.8,33,22,9,149.93,1,False,False,True
0.488,200,1,91.2,18,15,6,193.03,1,False,False,True
0.622,200,1,50.5,15,9,9,146.14,1,False,False,True
0.621,200,1,74.7,2,21,11,137.2,1,False,False,True
0.548,200,1,46.8,12,15,11,130.89,1,False,False,True
0.628,200,1,60.4,31,16,8,156.26,1,False,False,True
2.199,50,2,62.6,41,8,15,41.77,1,False,True,False
6.321,10,3,68.6,10,16,30,8.99,1,True,False,False
1.992,50,2,73.5,27,4,17,42.49,1,False,True,False
0.503,200,1,53.1,42,8,6,188.29,1,False,False,True
2.058,50,2,96.6,17,22,15,45.99,1,False,True,False
0.448,200,1,97.0,45,13,8,171.76,1,False,False,True
0.523,200,1,76.0,48,6,6,194.88,1,False,False,True
2.242,50,2,76.8,10,19,15,41.18,1,False,True,False
0.582,200,1,88.6,34,9,5,232.02,0,False,False,True
2.439,50,2,79.0,14,22,15,42.32,1,False,True,False
5.258,10,3,56.7,36,14,30,5.12,1,True,False,False
0.528,200,1,84.1,41,3,5,228.92,0,False,False,True
0.617,200,1,52.2,19,6,9,146.17,1,False,False,True
0.441,200,1,89.1,14,19,6,190.6,1,False,False,True
2.191,50,2,57.7,3,2,20,35.14,1,False,True,False
0.499,200,1,65.5,38,20,9,153.99,1,False,False,True
1.998,50,2,44.0,32,15,18,36.11,1,False,True,False
